bind.address OtherComponent 4c3bbaa15b57
yarn.nodemanager.local-dirs OtherComponent /root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-1_0,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-1_1,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-1_2,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-1_3
yarn.nodemanager.local-dirs OtherComponent /root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-2_0,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-2_1,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-2_2,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-localDir-nm-2_3
yarn.nodemanager.local-dirs OtherComponent [Ljava.lang.String;@48d293ee
yarn.nodemanager.local-dirs OtherComponent [Ljava.lang.String;@49faf066
yarn.nodemanager.local-dirs OtherComponent [Ljava.lang.String;@574cd322
yarn.nodemanager.localizer.address NodeManager 4c3bbaa15b57:0
yarn.nodemanager.localizer.cache.cleanup.interval-ms NodeManager 600000
yarn.nodemanager.localizer.cache.target-size-mb NodeManager 10240
yarn.nodemanager.localizer.client.thread-count NodeManager 5
yarn.nodemanager.localizer.fetch.thread-count NodeManager 4
yarn.nodemanager.log-aggregation.num-log-files-per-app NodeManager 30
yarn.nodemanager.log-container-debug-info.enabled NodeManager true
yarn.nodemanager.log-dirs OtherComponent /root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-0_0,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-0_1,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-0_2,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-0_3
yarn.nodemanager.log-dirs OtherComponent /root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-1_0,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-1_1,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-1_2,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-1_3
yarn.nodemanager.log-dirs OtherComponent /root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-2_0,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-2_1,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-2_2,/root/hadoop-3.2.1-src/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient/target/org.apache.hadoop.mapreduce.v2.TestMRJobs/org.apache.hadoop.mapreduce.v2.TestMRJobs-logDir-nm-2_3
yarn.nodemanager.log-dirs OtherComponent [Ljava.lang.String;@5c7668ba
yarn.nodemanager.log-dirs OtherComponent [Ljava.lang.String;@5e5af8e1
yarn.nodemanager.log-dirs OtherComponent [Ljava.lang.String;@76563d26
yarn.nodemanager.log.deletion-threads-count NodeManager 4
yarn.nodemanager.log.retain-seconds NodeManager 10800
yarn.nodemanager.network-tagging-handler.enabled NodeManager false
yarn.nodemanager.numa-awareness.enabled NodeManager false
yarn.nodemanager.opportunistic-containers-max-queue-length NodeManager 0
yarn.nodemanager.opportunistic-containers-use-pause-for-preemption NodeManager false
yarn.nodemanager.pmem-check-enabled NodeManager false
yarn.nodemanager.process-kill-wait.ms NodeManager 5000
yarn.nodemanager.recovery.enabled NodeManager false
yarn.nodemanager.remote-app-log-dir NodeManager /tmp/logs
yarn.nodemanager.remote-app-log-dir-suffix NodeManager logs
yarn.nodemanager.resource-monitor.interval-ms NodeManager 0
yarn.nodemanager.resource.cpu-vcores NodeManager -1
yarn.nodemanager.resource.cpu-vcores OtherComponent -1
yarn.nodemanager.resource.cpu.enabled NodeManager false
yarn.nodemanager.resource.detect-hardware-capabilities NodeManager false
yarn.nodemanager.resource.detect-hardware-capabilities OtherComponent false
yarn.nodemanager.resource.disk.enabled NodeManager false
yarn.nodemanager.resource.memory-mb NodeManager 4096
yarn.nodemanager.resource.memory-mb OtherComponent 4096
yarn.nodemanager.resource.memory.enabled NodeManager false
yarn.nodemanager.resource.memory.enforced NodeManager true
yarn.nodemanager.resource.network.enabled NodeManager false
yarn.nodemanager.resource.percentage-physical-cpu-limit NodeManager 100
yarn.nodemanager.resourcemanager.minimum.version NodeManager NONE
yarn.nodemanager.sleep-delay-before-sigkill.ms NodeManager 250
yarn.nodemanager.user-home-dir NodeManager /home/
yarn.nodemanager.vmem-check-enabled NodeManager false
yarn.nodemanager.vmem-pmem-ratio NodeManager 2.1
yarn.nodemanager.webapp.address NodeManager 4c3bbaa15b57:0
yarn.nodemanager.webapp.cross-origin.enabled NodeManager false
yarn.nodemanager.webapp.rest-csrf.custom-header NodeManager X-XSRF-Header
yarn.nodemanager.webapp.rest-csrf.enabled NodeManager false
yarn.nodemanager.webapp.rest-csrf.methods-to-ignore NodeManager GET,OPTIONS,HEAD
yarn.nodemanager.webapp.xfs-filter.xframe-options NodeManager SAMEORIGIN
yarn.resource-types.memory-mb.maximum-allocation OtherComponent -1
yarn.resource-types.memory-mb.minimum-allocation OtherComponent -1
yarn.resource-types.vcores.maximum-allocation OtherComponent -1
yarn.resource-types.vcores.minimum-allocation OtherComponent -1
yarn.resourcemanager.address OtherComponent 4c3bbaa15b57:43084
yarn.resourcemanager.address ResourceManager 4c3bbaa15b57:0
yarn.resourcemanager.address ResourceManager 4c3bbaa15b57:43084
yarn.resourcemanager.admin.address ResourceManager 4c3bbaa15b57:0
yarn.resourcemanager.admin.client.thread-count ResourceManager 1
yarn.resourcemanager.am-rm-tokens.master-key-rolling-interval-secs ResourceManager 86400
yarn.resourcemanager.am-scheduling.node-blacklisting-enabled ResourceManager false
yarn.resourcemanager.am.max-attempts ResourceManager 2
yarn.resourcemanager.amlauncher.thread-count ResourceManager 50
yarn.resourcemanager.application-master-service.processors ResourceManager [Ljava.lang.Class;@1de0a46c
yarn.resourcemanager.application-master-service.processors ResourceManager []
yarn.resourcemanager.application-timeouts.monitor.interval-ms ResourceManager 3000
yarn.resourcemanager.auto-update.containers ResourceManager false
yarn.resourcemanager.client.thread-count ResourceManager 50
yarn.resourcemanager.configuration.provider-class OtherComponent org.apache.hadoop.yarn.LocalConfigurationProvider
yarn.resourcemanager.configuration.provider-class ResourceManager org.apache.hadoop.yarn.LocalConfigurationProvider
yarn.resourcemanager.connect.max-wait.ms OtherComponent 900000
yarn.resourcemanager.connect.retry-interval.ms OtherComponent 30000
yarn.resourcemanager.container-tokens.master-key-rolling-interval-secs ResourceManager 86400
yarn.resourcemanager.decommissioning-nodes-watcher.poll-interval-secs ResourceManager 20
yarn.resourcemanager.delegation.key.update-interval ResourceManager 86400000
yarn.resourcemanager.delegation.token.max-lifetime ResourceManager 604800000
yarn.resourcemanager.delegation.token.renew-interval ResourceManager 86400000
yarn.resourcemanager.epoch ResourceManager 0
yarn.resourcemanager.epoch.range ResourceManager 0
yarn.resourcemanager.ha.enabled JobHistoryServer false
yarn.resourcemanager.ha.enabled NodeManager false
yarn.resourcemanager.ha.enabled OtherComponent false
yarn.resourcemanager.ha.enabled ResourceManager false
yarn.resourcemanager.max-completed-applications ResourceManager 1000
yarn.resourcemanager.max-log-aggregation-diagnostics-in-memory ResourceManager 10
yarn.resourcemanager.metrics.runtime.buckets ResourceManager 60,300,1440
yarn.resourcemanager.monitor.capacity.preemption.intra-queue-preemption.enabled OtherComponent false
yarn.resourcemanager.nm-tokens.master-key-rolling-interval-secs ResourceManager 86400
yarn.resourcemanager.node-ip-cache.expiry-interval-secs ResourceManager -1
yarn.resourcemanager.node-removal-untracked.timeout-ms ResourceManager 60000
yarn.resourcemanager.nodemanager-connect-retries ResourceManager 10
yarn.resourcemanager.nodemanager.minimum.version ResourceManager NONE
yarn.resourcemanager.nodemanagers.heartbeat-interval-ms ResourceManager 1000
yarn.resourcemanager.opportunistic-container-allocation.enabled ResourceManager false
yarn.resourcemanager.placement-constraints.handler ResourceManager disabled
yarn.resourcemanager.recovery.enabled ResourceManager false
yarn.resourcemanager.reservation-system.enable ResourceManager false
yarn.resourcemanager.resource-profiles.enabled ResourceManager false
yarn.resourcemanager.resource-tracker.address ResourceManager 4c3bbaa15b57:0
yarn.resourcemanager.resource-tracker.client.thread-count ResourceManager 50
yarn.resourcemanager.rm.container-allocation.expiry-interval-ms NodeManager 600000
yarn.resourcemanager.rm.container-allocation.expiry-interval-ms ResourceManager 600000
yarn.resourcemanager.scheduler.address ResourceManager 4c3bbaa15b57:0
yarn.resourcemanager.scheduler.class ResourceManager org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler
yarn.resourcemanager.scheduler.client.thread-count OtherComponent 50
yarn.resourcemanager.scheduler.monitor.enable OtherComponent false
yarn.resourcemanager.scheduler.monitor.enable ResourceManager false
yarn.resourcemanager.state-store.max-completed-applications ResourceManager 1000
yarn.resourcemanager.submission-preprocessor.enabled ResourceManager false
yarn.resourcemanager.webapp.address OtherComponent 4c3bbaa15b57:0
yarn.resourcemanager.webapp.address OtherComponent 4c3bbaa15b57:45007
yarn.resourcemanager.webapp.address ResourceManager 4c3bbaa15b57:0
yarn.resourcemanager.webapp.address ResourceManager 4c3bbaa15b57:45007
yarn.resourcemanager.webapp.cross-origin.enabled ResourceManager false
yarn.resourcemanager.webapp.delegation-token-auth-filter.enabled ResourceManager true
yarn.resourcemanager.webapp.rest-csrf.custom-header ResourceManager X-XSRF-Header
yarn.resourcemanager.webapp.rest-csrf.enabled ResourceManager false
yarn.resourcemanager.webapp.rest-csrf.methods-to-ignore ResourceManager GET,OPTIONS,HEAD
yarn.resourcemanager.webapp.xfs-filter.xframe-options ResourceManager SAMEORIGIN
yarn.resourcemanager.work-preserving-recovery.enabled NodeManager true
yarn.resourcemanager.work-preserving-recovery.scheduling-wait-ms ResourceManager 10000
yarn.resourcemanager.zk-timeout-ms OtherComponent 10000
yarn.rpc.nm-command-timeout OtherComponent 60000
yarn.scheduler.capacity.global-queue-max-application OtherComponent -1
yarn.scheduler.capacity.lazy-preemption-enabled OtherComponent false
yarn.scheduler.capacity.maximum-am-resource-percent OtherComponent 0.1
yarn.scheduler.capacity.maximum-applications OtherComponent 10000
yarn.scheduler.capacity.multi-node-placement-enabled OtherComponent false
yarn.scheduler.capacity.multi-node-sorting.policy.names OtherComponent [Ljava.lang.String;@3b2da18f
yarn.scheduler.capacity.node-locality-delay OtherComponent 40
yarn.scheduler.capacity.per-node-heartbeat.maximum-container-assignments OtherComponent 100
yarn.scheduler.capacity.per-node-heartbeat.maximum-offswitch-assignments OtherComponent 1
yarn.scheduler.capacity.per-node-heartbeat.multiple-assignments-enabled OtherComponent true
yarn.scheduler.capacity.queue-mappings OtherComponent []
yarn.scheduler.capacity.queue-mappings-override.enable OtherComponent false
yarn.scheduler.capacity.rack-locality-additional-delay OtherComponent -1
yarn.scheduler.capacity.rack-locality-full-reset OtherComponent true
yarn.scheduler.capacity.reservations-continue-look-all-nodes OtherComponent true
yarn.scheduler.capacity.resource-calculator OtherComponent org.apache.hadoop.yarn.util.resource.DefaultResourceCalculator
yarn.scheduler.capacity.root.acl_administer_queue OtherComponent *
yarn.scheduler.capacity.root.acl_submit_applications OtherComponent *
yarn.scheduler.capacity.root.auto-create-child-queue.enabled OtherComponent false
yarn.scheduler.capacity.root.default.acl_administer_queue OtherComponent *
yarn.scheduler.capacity.root.default.acl_application_max_priority OtherComponent *
yarn.scheduler.capacity.root.default.acl_submit_applications OtherComponent *
yarn.scheduler.capacity.root.default.auto-create-child-queue.enabled OtherComponent false
yarn.scheduler.capacity.root.default.capacity OtherComponent 100
yarn.scheduler.capacity.root.default.default-application-lifetime OtherComponent -1
yarn.scheduler.capacity.root.default.default-application-priority OtherComponent 0
yarn.scheduler.capacity.root.default.maximum-allocation-mb OtherComponent -1
yarn.scheduler.capacity.root.default.maximum-allocation-vcores OtherComponent -1
yarn.scheduler.capacity.root.default.maximum-am-resource-percent OtherComponent 0.1
yarn.scheduler.capacity.root.default.maximum-application-lifetime OtherComponent -1
yarn.scheduler.capacity.root.default.maximum-applications OtherComponent -1
yarn.scheduler.capacity.root.default.maximum-capacity OtherComponent 100
yarn.scheduler.capacity.root.default.minimum-user-limit-percent OtherComponent 100
yarn.scheduler.capacity.root.default.ordering-policy OtherComponent fifo
yarn.scheduler.capacity.root.default.priority OtherComponent 0
yarn.scheduler.capacity.root.default.reservable OtherComponent false
yarn.scheduler.capacity.root.default.state OtherComponent RUNNING
yarn.scheduler.capacity.root.default.user-limit-factor OtherComponent 1
yarn.scheduler.capacity.root.default.user-limit-factor OtherComponent 1.0
yarn.scheduler.capacity.root.maximum-allocation-mb OtherComponent -1
yarn.scheduler.capacity.root.maximum-allocation-vcores OtherComponent -1
yarn.scheduler.capacity.root.maximum-am-resource-percent OtherComponent 0.1
yarn.scheduler.capacity.root.ordering-policy OtherComponent utilization
yarn.scheduler.capacity.root.priority OtherComponent 0
yarn.scheduler.capacity.root.queues OtherComponent [Ljava.lang.String;@52d6cd34
yarn.scheduler.capacity.root.queues OtherComponent default
yarn.scheduler.capacity.root.reservable OtherComponent false
yarn.scheduler.capacity.schedule-asynchronously.enable OtherComponent false
yarn.scheduler.capacity.schedule-asynchronously.maximum-threads OtherComponent 1
yarn.scheduler.capacity.schedule-asynchronously.scheduling-interval-ms OtherComponent 5
yarn.scheduler.capacity.user-metrics.enable OtherComponent false
yarn.scheduler.configuration.store.class OtherComponent file
yarn.scheduler.include-port-in-node-name OtherComponent false
yarn.scheduler.maximum-allocation-mb OtherComponent 8192
yarn.scheduler.maximum-allocation-vcores OtherComponent 4
yarn.scheduler.minimum-allocation-mb OtherComponent 1024
yarn.scheduler.minimum-allocation-mb ResourceManager 1024
yarn.scheduler.minimum-allocation-vcores OtherComponent 1
yarn.scheduler.minimum-allocation-vcores ResourceManager 1
yarn.scheduler.queue-placement-rules OtherComponent [user-group]
yarn.scheduler.queue-placement-rules OtherComponent user-group
yarn.sharedcache.enabled NodeManager false
yarn.sharedcache.enabled OtherComponent false
yarn.test.reset-resource-types OtherComponent true
yarn.timeline-service.client.best-effort OtherComponent false
yarn.timeline-service.enabled NodeManager false
yarn.timeline-service.enabled OtherComponent false
yarn.timeline-service.enabled ResourceManager false
yarn.timeline-service.generic-application-history.enabled OtherComponent false
yarn.timeline-service.generic-application-history.enabled ResourceManager false
yarn.timeline-service.generic-application-history.save-non-am-container-meta-info ResourceManager true
yarn.timeline-service.webapp.address ResourceManager 4c3bbaa15b57:9188
yarn.webapp.api-service.enable ResourceManager false
yarn.webapp.filter-entity-list-by-user NodeManager false
yarn.webapp.filter-entity-list-by-user ResourceManager false
yarn.webapp.ui2.enable ResourceManager false
yarn.webapp.xfs-filter.enabled NodeManager true
yarn.webapp.xfs-filter.enabled OtherComponent true
yarn.webapp.xfs-filter.enabled ResourceManager true
zk-dt-secret-manager.enable OtherComponent false
